,,,,860.33575,753.5053,806.92053,,778.5193,742.51904,760.51917,,769.4917,742.1193,755.80554,,790.60803,743.42596,767.01697,,712.1786,737.8144,724.99646,782.226676,743.8768,763.051734
55.5,62.51,47.95,,860.4389,753.0965,806.7677,,778.619,742.1749,760.397,,769.52856,741.8051,755.6669,,790.7218,743.2546,766.98816,,712.28375,737.46515,724.87445,782.318402,743.55925,762.938842
89.94,77.55,82.92,,860.4308,752.0458,806.2383,,778.5982,741.2491,759.92365,,769.4171,740.9612,755.18915,,790.68854,742.6022,766.6454,,712.2661,736.52954,724.3978,782.280148,742.677568,762.47886
98.16,89.68,93.51,,860.3672,751.38306,805.8751,,778.51636,740.6361,759.57623,,769.244,740.4112,754.82764,,790.5823,742.04486,766.3136,,712.18207,735.9169,724.04944,782.178386,742.078424,762.128402
59,83.15,69.51,,860.3836,752.16095,806.2723,,778.5208,741.2784,759.8996,,769.20056,741.01044,755.10547,,790.5797,742.33466,766.45715,,712.1784,736.57886,724.37866,782.172612,742.672662,762.422636
131.64,76.23,103.71,,860.6076,754.5264,807.567,,778.7513,743.35223,761.05176,,769.4583,742.9091,756.1837,,790.8476,743.77594,767.31177,,712.39996,738.68274,725.5414,782.412952,744.649282,763.531126
,,,,861.1081,757.85406,809.4811,,779.2814,746.35724,762.81934,,770.0976,745.6475,757.87256,,791.47394,746.1439,768.80896,,712.9275,741.70526,727.3164,782.977708,747.541592,765.259672
75.65,78.2225,73.4725,,861.90643,761.50946,811.70795,,780.1319,749.7542,764.94305,,771.13226,748.7432,759.93774,,792.4847,749.0607,770.7727,,713.78754,745.08936,729.4385,783.888566,750.831384,767.359988
,LSTM,GRU,Hybrid,863.0377,765.52045,814.27905,,781.33527,753.55536,767.4453,,772.59406,752.2217,762.40784,,793.9204,752.4555,773.188,,715.0153,748.84644,731.9309,785.180546,754.51989,769.850218
average,75.65,78.2225,73.4725,864.53253,769.98914,817.26086,,782.9208,757.8256,770.37317,,774.5068,756.1474,765.3271,,795.8155,756.33014,776.0728,,716.6412,753.05035,734.84576,786.883366,758.668526,772.775938
low extreme,55.5,62.51,47.96,866.3644,774.49115,820.42773,,784.85645,762.1727,773.5146,,776.81274,760.1608,768.4868,,798.1304,760.39996,779.26514,,718.63495,757.3143,737.9746,788.959788,762.907782,775.933774
high extreme,131.64,89.68,103.71,868.455,778.47003,823.4625,,787.0549,766.08813,776.57153,,779.38654,763.79913,771.59283,,800.7583,764.25574,782.507,,720.9087,761.1333,741.021,791.312688,766.749266,779.030972
,,,,870.7139,781.71466,826.2143,,789.4154,769.3577,779.3866,,782.09235,766.8697,774.481,,803.57697,767.65045,785.6137,,723.3581,764.3013,743.8297,793.831344,769.978762,781.90506
,,,,873.05896,784.30634,828.6826,,791.84827,772.0218,781.93506,,784.8126,769.408,777.11035,,806.47614,770.5303,788.5032,,725.8876,766.8702,746.3789,796.416714,772.627328,784.522022
,,,,875.4246,786.44476,830.9347,,794.283,774.236,784.2595,,787.46014,771.5497,779.5049,,809.3692,772.9651,791.1671,,728.4212,769.00574,748.7135,798.991628,774.84026,786.91594
,,,,877.7752,788.4338,833.1045,,796.6828,776.26447,786.47363,,789.99365,773.5271,781.7604,,812.2099,775.1396,793.67474,,730.9173,770.97705,750.94714,801.51577,776.868404,789.192082
,,,,880.1298,790.8249,835.47736,,799.0707,778.6061,788.8384,,792.4525,775.78766,784.1201,,815.0253,777.43567,796.23047,,733.39624,773.2833,753.3398,804.014908,779.187526,791.601226
,,,,882.5289,793.9013,838.2151,,801.4937,781.5359,791.5148,,794.9053,778.5741,786.7397,,817.872,780.1305,799.0012,,735.90564,776.1929,756.04926,806.541108,782.06694,794.304012
,,,,884.9797,797.3305,841.1551,,803.96454,784.7907,794.3776,,797.37085,781.6424,789.5066,,820.7644,783.1271,801.94574,,738.4605,779.4289,758.9447,809.107998,785.26392,797.185948
,,,,887.44354,800.4869,843.9652,,806.4441,787.8349,797.1395,,799.8039,784.50903,792.1565,,823.65594,786.06586,804.8609,,741.02386,782.44257,761.7332,811.674268,788.267852,799.97106
,,,,889.8435,802.80524,846.32434,,808.85126,790.1583,799.50476,,802.1087,786.718,794.4133,,826.4499,788.5275,807.4887,,743.5144,784.72015,764.1173,814.153552,790.585838,802.36968
,,,,892.12885,804.3984,848.2636,,811.13116,791.83026,801.4807,,804.22906,788.33984,796.2844,,829.0818,790.4525,809.76715,,745.87384,786.3398,766.1068,816.488942,792.27216,804.38053
,,,,894.2935,805.78705,850.0403,,813.2784,793.28235,803.2804,,806.1732,789.76654,797.96985,,831.5471,792.08844,811.81775,,748.0938,787.74695,767.9204,818.6772,793.734266,806.20574
,,,,896.25806,806.3936,851.3258,,815.2113,793.9946,804.60297,,807.8417,790.5159,799.17883,,833.7453,793.1111,813.4282,,750.09,788.4255,769.25775,820.629272,794.48814,807.55871
,,,,897.92346,805.7663,851.84485,,816.82434,793.56445,805.1944,,809.1123,790.22095,799.6666,,835.54926,793.1939,814.3716,,751.7528,787.9722,769.86255,822.232432,794.14356,808.188
,,,,899.2382,804.23016,851.7342,,818.06244,792.26227,805.16235,,809.9345,789.12866,799.5316,,836.89496,792.4411,814.668,,753.0217,786.6627,769.8422,823.43036,792.944978,808.18767
,,,,900.20807,802.4512,851.3296,,818.93396,790.6633,804.79865,,810.3382,787.7572,799.0477,,837.7944,791.2402,814.5173,,753.90155,785.08014,769.49084,824.235236,791.438408,807.836818
,,,,900.8804,800.98083,850.9306,,819.4931,789.2671,804.3801,,810.4093,786.55225,798.4808,,838.3151,790.0091,814.1621,,754.44696,783.725,769.08594,824.708972,790.106856,807.407908
,,,,901.32574,800.1188,850.7223,,819.8199,788.37274,804.0963,,810.2613,785.77966,798.0205,,838.5565,789.0623,813.80945,,754.7414,782.88806,768.8147,824.940968,789.244312,807.09265
,,,,901.6652,800.36554,851.0154,,820.0476,788.4633,804.2555,,810.07495,785.87946,797.9772,,838.6832,788.83136,813.7573,,754.9247,783.0412,768.9829,825.07913,789.316172,807.19766
,,,,901.9898,801.5188,851.7543,,820.2769,789.3984,804.83765,,809.9772,786.72455,798.3508,,838.8196,789.3358,814.0777,,755.10626,784.02856,769.5674,825.233952,790.201222,807.71757
,,,,902.37354,803.3212,852.8474,,820.5885,790.97815,805.7833,,810.0662,788.1419,799.10406,,839.066,790.48126,814.7736,,755.3749,785.6376,770.5062,825.493828,791.712022,808.602912
,,,,902.86835,805.517,854.1927,,821.0369,792.9821,807.0095,,810.40234,789.9412,800.17175,,839.4901,792.1096,815.79987,,755.791,787.64233,771.7167,825.917738,793.638446,809.778104
,,,,903.5042,807.90356,855.70386,,821.6521,795.221,808.4365,,811.01117,791.9594,801.4853,,840.13,794.05634,817.09314,,756.3891,789.85516,773.12213,826.537314,795.799092,811.168186
,,,,904.3225,810.63165,857.47705,,822.4747,797.8112,810.14294,,811.93176,794.30896,803.12036,,841.036,796.35675,818.6964,,757.21216,792.40015,774.80615,827.395424,798.301742,812.84858
,,,,905.34283,813.6293,859.4861,,823.5223,800.676,812.0991,,813.1692,796.92065,805.0449,,842.2285,798.9496,820.58905,,758.27985,795.20746,776.74365,828.508536,801.076602,814.79256
,,,,906.565,816.74744,861.65625,,824.7918,803.6772,814.2345,,814.70013,799.6695,807.1848,,843.7025,801.7268,822.71466,,759.5891,798.143,778.8661,829.869706,803.992788,816.931262
,,,,907.91504,819.2585,863.5868,,826.2006,806.1622,816.1814,,816.3965,801.963,809.17975,,845.3544,804.21545,824.7849,,761.0556,800.5546,780.8051,831.384428,806.43075,818.90759
,,,,909.3284,821.07697,865.2027,,827.6747,808.03485,817.85474,,818.1518,803.71826,810.93506,,847.09235,806.25,826.67114,,762.60016,802.3523,782.4762,832.969482,808.286476,820.627968
,,,,910.7533,822.3799,866.5666,,829.1552,809.4229,819.28906,,819.8824,805.0495,812.46594,,848.8427,807.8504,828.34656,,764.15765,803.6738,783.9158,834.55825,809.6753,822.116792
,,,,912.15045,823.3607,867.7556,,830.59863,810.48126,820.5399,,821.5274,806.09033,813.80884,,850.5497,809.1043,829.827,,765.67944,804.6819,785.18066,836.101124,810.743698,823.4224
,,,,913.48956,824.13574,868.8126,,831.9726,811.3121,821.64233,,823.0438,806.9265,814.98517,,852.1714,810.09393,831.1327,,767.1287,805.4802,786.30444,837.561212,811.589694,824.575448
,,,,914.73926,824.6658,869.7025,,833.2439,811.88837,822.56616,,824.3892,807.52765,815.95844,,853.665,810.8219,832.2434,,768.46875,806.0395,787.25415,838.901222,812.188644,825.54493
,,,,915.8633,824.83624,870.34973,,834.37537,812.1163,823.24585,,825.5204,807.8062,816.6633,,854.9834,811.2323,833.10785,,769.65967,806.2611,787.9604,840.080428,812.450428,826.265426
,,,,916.8365,824.6689,870.7527,,835.34076,812.0172,823.67896,,826.4126,807.7808,817.0967,,856.09503,811.33105,833.713,,770.67303,806.164,788.4185,841.071584,812.39239,826.731972
,,,,917.6627,824.428,871.04535,,836.14557,811.82465,823.9851,,827.0841,807.6626,817.37335,,857.0064,811.2756,834.141,,771.51276,805.981,788.7469,841.882306,812.23437,827.05834
,,,,918.3676,824.3856,871.3766,,836.8194,811.7841,824.30176,,827.5853,807.67194,817.62866,,857.75494,811.26373,834.50934,,772.2098,805.95746,789.0836,842.547408,812.212566,827.379992
,,,,918.98303,824.6406,871.8118,,837.39923,811.9969,824.69806,,827.97327,807.89874,817.93604,,858.3863,811.41394,834.90015,,772.8029,806.19055,789.4967,843.108946,812.428146,827.76855
,,,,919.53107,825.08,872.30554,,837.911,812.3789,825.14496,,828.28796,808.26746,818.2777,,858.93304,811.7089,835.321,,773.3213,806.59045,789.9559,843.596874,812.805142,828.20102
,,,,920.02014,825.5102,872.76514,,838.3651,812.76807,825.5666,,828.5491,808.6345,818.5918,,859.4094,812.0473,835.7284,,773.7778,806.99036,790.38403,844.024308,813.190086,828.607194
,,,,920.4561,825.8536,873.15485,,838.7679,813.0948,825.93134,,828.7706,808.94104,818.85583,,859.8248,812.36444,836.0946,,774.18066,807.31964,790.7501,844.400012,813.514704,828.957344
,,,,920.8467,826.1333,873.49,,839.12775,813.3719,826.2498,,828.9668,809.202,819.0844,,860.19055,812.6499,836.4202,,774.5389,807.5938,791.06635,844.73414,813.79018,829.26215
,,,,921.1926,826.31647,873.7545,,839.4453,813.5639,826.50464,,829.1403,809.38586,819.26306,,860.5083,812.87054,836.68945,,774.8539,807.7799,791.3169,845.02808,813.983334,829.50571
,,,,921.50714,826.53375,874.02045,,839.7342,813.78253,826.75836,,829.3106,809.59454,819.4526,,860.7956,813.09393,836.94476,,775.1396,807.9929,791.5663,845.297428,814.19953,829.748494
,,,,921.8195,827.00836,874.41394,,840.0256,814.2254,827.1255,,829.5179,810.00635,819.7621,,861.09143,813.46576,837.27856,,775.42865,808.43207,791.93036,845.576616,814.627588,830.102092
,,,,922.1095,827.30743,874.7085,,840.2985,814.5154,827.407,,829.7283,810.27716,820.0027,,861.3688,813.7601,837.56445,,775.70044,808.7176,792.209,845.841108,814.915538,830.37833
